郵遞區號,CountryName,CountryAreaName,CT,WarinCountryArea,二級警戒_1,二級警戒_3,二級警戒_6,二級警戒_12,二級警戒_24,一級警戒_1,一級警戒_3,一級警戒_6,一級警戒_12,一級警戒_24
100,台北市,中正區,台北市中正區,"中正區-南陽街及新光商圈 ,許昌街 ,開封街一段 ,漢口街 ,懷寧街 ,信陽街 ,衡陽路 ,公園路 ,武昌街 ,重慶南路一段 ,忠孝西路館前路 ,詔安街巷 ,羅斯福路3段",60,120,150,220,320,70,130,180,250,350
103,台北市,大同區,台北市大同區,"大同區-承德路二段,民權西路（成淵高中附近）,重慶北路一段與長安西路口、太原路及南京西路口,延平北路及南京西路口路口",60,110,160,270,320,70,120,180,300,350
104,台北市,中山區,台北市中山區,"中山區-濱江街（機場旁道路）,新生北路沿線",60,100,150,240,300,70,110,180,280,350
105,台北市,松山區,台北市松山區,"松山區-濱江街(機場旁道路）,敦化北路,長春路,五常街,和平東路三段,富陽街",60,110,170,270,330,70,130,200,300,350
106,台北市,大安區,台北市大安區,"大安區-基隆路三段,長興街,敦化南路一段、大安路一段、忠孝東路四段、、",60,100,140,250,320,70,120,170,280,350
108,台北市,萬華區,台北市萬華區,"萬華區-西園路二段52巷 ,和平西路三段286巷 ,雅江街(長沙街至內江街)",60,120,150,300,360,70,140,180,340,400
110,台北市,信義區,台北市信義區,"信義區-信義路五段,吳興街,忠孝東路四,永吉路,松隆路",60,110,200,300,360,70,130,230,330,400
111,台北市,士林區,台北市士林區,士林區-社子島地區,50,110,160,230,270,60,120,180,260,300
112,台北市,北投區,台北市北投區,"北投區-洲美地區(洲美里,吉慶里,立賢里,立農里),關渡地區(八仙里,關渡里),中央南路二段,大業路及承德路七段低窪地區",60,110,160,250,300,70,120,180,280,350
114,台北市,內湖區,台北市內湖區,內湖區-大湖山莊街、康寧路三段（南湖國小）、東湖路、安康路、內湖路一段、康樂街,60,110,170,270,330,70,130,200,300,350
115,台北市,南港區,台北市南港區,"南港區-研究院路一段,忠孝東路七段,東新街,忠孝東路七段南港車站附近,南港路一段",60,130,180,270,320,70,150,210,300,350
116,台北市,文山區,台北市文山區,"文山區-木新路,保儀路一帶(樟腳里,順興里),興德路,福興路一帶(興旺里,興光里)",50,100,150,210,320,60,120,170,240,350
200,基隆市,仁愛區,基隆市仁愛區,"仁愛區-新店里(忠一路忠二路孝二路),明德里(愛一路愛二路),玉田里(仁一路仁二路),忠勇里(仁一路)",40,90,130,180,250,50,100,150,220,300
201,基隆市,信義區,基隆市信義區,"信義區-信一、二路,東信路,仁一路,月眉路,東明路,崇法街,深澳坑路",40,90,130,180,250,50,100,150,220,300
202,基隆市,中正區,基隆市中正區,"中正區-港通里,信義里,義一路與信五路口",40,90,130,180,250,50,100,150,220,300
203,基隆市,中山區,基隆市中山區,中山區-安平里（中山一路60號附近）,40,90,130,180,250,50,100,150,220,300
204,基隆市,安樂區,基隆市安樂區,"安樂區-樂一路,麥金路,安一路,新西街,定國街,基金一、三路,安和一街,樂利三街",40,90,130,180,250,50,100,150,220,300
205,基隆市,暖暖區,基隆市暖暖區,暖暖區-碇和里(源遠路226附近),40,90,130,180,250,50,100,150,220,300
206,基隆市,七堵區,基隆市七堵區,"七堵區-華新一、二路,大華二、三路,自強路,崇孝街,崇智街,崇信街,堵南街,溪頭街,大德路,明德一、二路,俊賢路",40,90,130,200,250,50,100,150,250,300
207,新北市,萬里區,新北市萬里區,萬里區-大鵬里,60,130,190,300,400,70,140,220,340,450
208,新北市,金山區,新北市金山區,"金山區-清泉區,磺港區",60,130,190,300,400,70,140,220,340,450
209,連江縣,南竿鄉,連江縣南竿鄉,"南竿鄉-介壽村,馬祖村",40,110,170,250,320,50,120,200,280,350
220,新北市,板橋區,新北市板橋區,"板橋區-漢生東西路與文化路,大觀路二段,環漢路,漢生東路與中山路,長安街331巷,縣民大道府中站附近,溪城路金門街口,篤行路2段131巷",40,90,130,170,210,50,110,150,200,250
221,新北市,汐止區,新北市汐止區,"汐止區-保長里,長安里,橫科里,福山里,區長里,江北里,長江街,五堵,汐萬路,大同路,樟樹一,二路一帶，長興街,長安街汐止火車站,茄苳街,環河路",40,100,130,180,250,50,120,150,210,300
222,新北市,深坑區,新北市深坑區,"深坑區-萬福里,萬順里,深坑里",50,130,200,300,400,60,150,230,350,450
223,新北市,石碇區,新北市石碇區,"石碇區-潭邊里,烏塗里,永定里,格頭里",70,130,200,300,400,80,150,230,350,450
224,新北市,瑞芳區,新北市瑞芳區,"瑞芳區-爪峰里,新峰里,東和里,柑坪里,基山街,明燈路一段,侯硐路,三爪子坑路一帶,四腳亭,第二瑞八公路一帶",50,120,150,250,350,60,130,180,280,400
226,新北市,平溪區,新北市平溪區,"平溪區-106線路段,石底里",70,130,200,300,400,80,150,230,350,450
227,新北市,雙溪區,新北市雙溪區,"雙溪區-新基里,雙溪里,三港里,牡丹里,三貂里,平林里,上林里,外柑里,長源里,泰平里,共和里,魚行里,新基西街,長安街與大同街口,東榮街,泰昌街,長安街",60,150,190,300,400,70,170,220,350,450
228,新北市,貢寮區,新北市貢寮區,"貢寮區-貢寮里,美丰里,龍門里龍門街",60,150,190,240,350,70,170,220,280,400
231,新北市,新店區,新北市新店區,"新店區-寶福里,寶安里,復興路80巷,中興路,安康路一段二段, 北新路三段221巷,柴埕路,安和路,德正街,安和路安康路下城社區,安中路,中央五街,民生路158巷",50,120,150,200,300,60,130,180,250,350
232,新北市,坪林區,新北市坪林區,"坪林區-金瓜寮路段,粗窟村",70,130,200,300,360,80,150,230,330,400
233,新北市,烏來區,新北市烏來區,烏來區-烏來里烏來街,60,130,210,280,400,70,140,270,310,450
234,新北市,永和區,新北市永和區,"永和區-得和里,保安里,保順里,復興商工一帶,中正路,秀朗路一,二段,國光路,永利路,民享街,民有街,民治街,福和路,大新街至自強街,保福路一段,林森路,保平路,安樂路,永寧街,民光街",50,110,140,190,250,60,120,170,230,300
235,新北市,中和區,新北市中和區,"中和區-景新街,板南路,景平路,景安路,復興路,中興街,中山路(二段),民享街,華新街,忠孝街,仁愛街,興南路三段,中正路。",40,100,130,190,250,50,110,150,230,300
236,新北市,土城區,新北市土城區,"土城區-永寧捷運站附近金城路二~三段,承天路,和平路,永和街",40,100,130,170,250,50,110,150,210,300
237,新北市,三峽區,新北市三峽區,"三峽區-添福里, 橫溪橋附近,湊合橋附近,大學路,礁溪里",60,130,170,210,300,70,140,200,250,350
238,新北市,樹林區,新北市樹林區,"樹林區-圳福里,圳民里,保安街三段一帶,樹林工業區(樹潭街,武林街),中正路,光武街 ,光華營區,三福街,三俊街,大安路,潭興街107巷,佳園路三段",50,100,130,170,250,60,110,150,210,300
239,新北市,鶯歌區,新北市鶯歌區,"鶯歌區-建國里(建國路),北鶯里(中正一路347號、文化路115巷15號),永昌里(鶯桃路永新巷22號),鳳鳴里(鶯桃路、福安街),大湖里(國際新城入口處),永吉里(德昌街、永吉國小)",60,120,150,210,300,70,130,180,250,350
241,新北市,三重區,新北市三重區,"三重區-正義北路,正義國小,自強路,中正北路,重陽路一,二段,重新路4,5段,大同北路,三和路,溪尾街,五華街,仁愛街,力行路二段,仁化街,光明路,重安街,三賢街",40,100,140,190,250,50,110,170,230,300
242,新北市,新莊區,新北市新莊區,"新莊區- 中原里,仁義里,化成里,和平里,昌平里,信義里,思源里,福基里,頭前里,中港路,新北大道,中原路,幸福路,復興路,化成路,思源路,中華路,中和路,新樹路,豐年街,中正路,新泰路。",40,90,130,170,210,50,110,150,200,250
243,新北市,泰山區,新北市泰山區,"泰山區-義仁里(泰林路一段至中山路口、民生路、中山路二段),同興里(明志路、公園路)楓樹里,貴和里,磚雅厝路,黎明路,泰林路二段,新泰路,新五路,民生路,工專路",50,100,140,190,250,60,120,160,230,300
244,新北市,林口區,新北市林口區,"林口區-下福里,瑞平里,嘉寶里,太平里,湖北里(湖子路),新市鎮重劃區(中華路與文化三路口),粉寮路,宏昌街,中華路,忠孝路,仁愛路  ,文化二路三路,民族路,佳林路",50,100,140,190,250,60,110,160,230,300
247,新北市,蘆洲區,新北市蘆洲區,"蘆洲區-光華里光華路,民和里永安北路,長榮街,忠孝路,民族路,水湳里仁愛街,三民路,民權路,德勝街,民義街,中山一路集賢路口,中正路(264巷)底",40,80,110,180,240,50,90,140,210,280
248,新北市,五股區,新北市五股區,"五股區-成州里,更寮里,興珍里,環河路,成泰路1，2段,中興路3，4段,四維路,新五路(2段)與成泰路,凌雲路一段,西雲路,新五路",40,80,110,170,220,50,90,140,200,250
249,新北市,八里區,新北市八里區,"八里區-舊城里(中山路二段),中華路二段,103線到八仙加油站旁,荖阡里(華峰一街、舊城街),頂罟里(仁愛路、中山路二段)",50,100,130,200,300,60,110,150,240,350
251,新北市,淡水區,新北市淡水區,"淡水區-民生里,民權路187巷,台北捷運竹圍到紅樹林站一帶,中正東路2段 ,北新路1段175號,新生街,沙崙路280巷,八勢一街71巷,新民街1段",50,100,130,200,300,60,110,150,240,350
252,新北市,三芝區,新北市三芝區,"三芝區-橫山里,圓山里,中正路",50,100,130,200,300,60,110,150,240,350
253,新北市,石門區,新北市石門區,"石門區-老梅里,石門里,富基里",70,140,190,280,350,80,160,220,330,400
260,宜蘭縣,宜蘭市,宜蘭縣宜蘭市,"宜蘭市-梅洲里,北津里,新生里,筊白里,七張里,慈安里,延平里,黎明里,津梅路,金六結地區,進士路一帶,文化里,民族里,建業里,和睦里,新興里",40,90,110,150,200,50,100,130,180,250
261,宜蘭縣,頭城鎮,宜蘭縣頭城鎮,"頭城鎮-中崙里,二城里,下埔里,大坑里,竹安里,中埔里,頂埔里",40,90,120,180,250,50,100,150,220,300
262,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉,"礁溪鄉-時潮村,二龍村,三民村,玉田村,玉光村,光武村,六結村,白鵝村,白雲村",40,100,140,180,250,50,110,160,220,300
263,宜蘭縣,壯圍鄉,宜蘭縣壯圍鄉,"壯圍鄉-新社村,古亭村,大福村",40,90,110,150,200,50,100,130,180,250
264,宜蘭縣,員山鄉,宜蘭縣員山鄉,"員山鄉-七賢村,湖西村九芎林地區,中華村,枕山村,湖東村 (五十溪),湖北村,永和村,同樂村,蓁巷村",60,110,140,210,320,70,120,160,250,350
265,宜蘭縣,羅東鎮,宜蘭縣羅東鎮,"羅東鎮-新群里,東安里,羅莊里,漢民里,賢文里,大新里,公正里,大同路地下道,羅東運動公園北成圳段,南昌地下道,宜3線福成社區路段",50,110,150,200,250,60,130,180,240,300
266,宜蘭縣,三星鄉,宜蘭縣三星鄉,"三星鄉-集慶村,尚武村,大洲村,大隱村(聖母醫專),人和村,拱照村,員山村",50,90,120,200,300,60,100,150,250,350
267,宜蘭縣,大同鄉,宜蘭縣大同鄉,"大同鄉-寒溪村,台7線路段,復興村",60,110,170,260,400,70,130,200,300,450
268,宜蘭縣,五結鄉,宜蘭縣五結鄉,"五結鄉-孝威村,錦眾村,協和村,大吉村,利澤村,五十二甲等地區,成興村,五結村,季新村,福興村",40,100,140,180,250,50,110,160,220,300
269,宜蘭縣,冬山鄉,宜蘭縣冬山鄉,"冬山鄉-大進村,太和村,中山村,安平村",40,100,140,210,260,50,110,160,240,300
270,宜蘭縣,蘇澳鎮,宜蘭縣蘇澳鎮,"蘇澳鎮-東澳里,永樂里,永春里,朝陽里",50,110,180,220,300,60,130,200,250,350
272,宜蘭縣,南澳鄉,宜蘭縣南澳鄉,"南澳鄉-金洋村,碧候村,金岳村,武塔村",50,110,180,220,300,60,130,200,250,350
299,新竹市,東區,新竹市東區,"東區-南市里,埔頂里,光鎮里,湖濱里,振興里,明湖里",40,110,150,190,250,50,120,170,230,300
300,新竹市,北區,新竹市北區,"北區-舊港里,曲溪里,港北里,中寮里,康樂里",40,110,150,190,250,50,120,170,230,300
301,新竹市,香山區,新竹市香山區,"香山區-東香里,中華路五段,虎山里,虎林里,埔前里,港南里,樹下里,南港里",40,110,150,190,250,50,120,170,230,300
302,新竹縣,竹北市,新竹縣竹北市,"竹北市-白地里,新港里,崇義里,尚義里,東海里東山溪,十興里,大義里,泰和里,麻園里",50,90,120,170,250,60,100,140,210,300
303,新竹縣,湖口鄉,新竹縣湖口鄉,"湖口鄉-勝利村,東興村,德盛村,鳳山村,和興村,長安村",50,100,130,170,250,60,110,150,210,300
304,新竹縣,新豐鄉,新竹縣新豐鄉,"新豐鄉-中崙村,瑞興村,鳳坑村,福興村,後湖村",50,100,130,170,250,60,110,130,210,300
305,新竹縣,新埔鎮,新竹縣新埔鎮,"新埔鎮-文山里,旱坑里,五埔里,清水里,鹿鳴里,新埔里",60,100,130,180,250,70,110,150,220,300
306,新竹縣,關西鎮,新竹縣關西鎮,"關西鎮-南山里,石光里,仁安里,西安里,大同里,南和里,新力里,東安里",60,130,170,280,350,70,140,190,320,400
307,新竹縣,芎林鄉,新竹縣芎林鄉,"芎林鄉-下山村,芎林村,華龍村,秀湖村 ,五龍村,文林村,水坑村",50,120,160,210,300,60,130,180,250,350
308,新竹縣,寶山鄉,新竹縣寶山鄉,"寶山鄉-雙溪村,新城村,大崎村,深井村,寶斗村",50,110,170,250,350,60,120,200,300,400
310,新竹縣,竹東鎮,新竹縣竹東鎮,"竹東鎮-頭重里(華揚新村),東寧里,雞林里,仁愛里,員山里,陸豐里,大鄉里,上館里,五豐里",50,120,160,210,300,60,130,180,250,350
311,新竹縣,五峰鄉,新竹縣五峰鄉,"五峰鄉-大隘村,花園村,桃山村",60,140,180,250,350,70,150,200,300,400
312,新竹縣,橫山鄉,新竹縣橫山鄉,"橫山鄉-田寮村,內灣村,大肚村,新興村,南昌村",60,130,170,230,300,70,140,190,270,350
313,新竹縣,尖石鄉,新竹縣尖石鄉,"尖石鄉-新樂村,嘉樂村,錦屏村",60,140,180,250,350,70,150,200,300,400
314,新竹縣,北埔鄉,新竹縣北埔鄉,"北埔鄉-埔尾村埔心,大林村,水祭村,南埔村",50,110,170,250,350,60,120,200,300,400
315,新竹縣,峨眉鄉,新竹縣峨眉鄉,"峨眉鄉-峨眉村,七星村",50,110,170,250,350,60,120,200,300,400
320,桃園市,中壢區,桃園市中壢區,"中壢區-振興里 ,龍安里,龍東里, 普仁里,普慶里,復興里,龍崗里,仁義里,龍昌里,健行路,中正路,中美路",50,100,150,190,250,60,110,180,220,300
324,桃園市,平鎮區,桃園市平鎮區,"平鎮區-復興里(廣德街),南勢里,平南里,金星里,建安里",50,100,150,190,250,60,110,180,220,300
325,桃園市,龍潭區,桃園市龍潭區,"龍潭區-上華村(中正路),上林村,中山村,北興村,高原村,高平村,龍祥村,九龍村,武漢村,龍興村,富林村",60,130,170,280,350,70,140,200,320,400
326,桃園市,楊梅區,桃園市楊梅區,"楊梅區-四維里,瑞塘里,高山里",50,110,150,190,250,60,120,180,220,300
327,桃園市,新屋區,桃園市新屋區,"新屋區-蚵間村,永安村(永安工業區),深圳村,新生村,清華村（中山東路一段）,頭洲村（民族路6段）,大坡村(大坡國小)",50,120,160,200,300,60,140,190,250,350
328,桃園市,觀音區,桃園市觀音區,"觀音區-觀音村,廣興村,樹林村,新坡村,坑尾村",50,110,140,180,250,60,120,160,220,300
330,桃園市,桃園區,桃園市桃園區,"桃園區-武陵里(中正路),民生里,文昌里,文中里,東門里,南門里,西門里,廈門街,永安路,大興西路,民族路",50,100,130,180,250,60,120,150,220,300
333,桃園市,龜山區,桃園市龜山區,"龜山區-龍壽村,大坑村員林坑,中興村,龍壽村,中興路,南上村,南美村",50,100,130,180,250,60,120,150,220,300
334,桃園市,八德區,桃園市八德區,"八德區-瑞豐里,大信里,大宏里,廣德里,大千里,大勇里,大溪里,大義里,大和里,大成里",50,110,150,190,250,60,120,180,220,300
335,桃園市,大溪區,桃園市大溪區,"大溪區-瑞源里,南興里,仁美里,仁愛里,崁津部落",50,110,150,190,250,60,120,180,220,300
336,桃園市,復興區,桃園市復興區,"復興區-高義村,義盛村,三光村,華陵村,台7線",60,130,170,280,350,70,140,200,320,400
337,桃園市,大園區,桃園市大園區,"大園區-溪海村,和平村,南港村,內海村,橫峰村,大海村,果林村,海口村,沙崙村,五權村",50,100,140,180,250,60,120,160,220,300
338,桃園市,蘆竹區,桃園市蘆竹區,"蘆竹區-新莊村,外社村,上竹村,山腳村,五福村,內厝村",50,100,140,180,250,60,120,160,220,300
350,苗栗縣,竹南鎮,苗栗縣竹南鎮,"竹南鎮-大厝里,海口里,開元里,公館里,港墘里,中美里,營盤里,頂埔里,崎頂里",40,110,150,200,300,50,120,180,250,350
351,苗栗縣,頭份鎮,苗栗縣頭份鎮,"頭份鎮-蘆竹里,田寮里,尖下里,上興里,新華里,頭份里,尖山里,東庄里,建國里,成功里",50,110,150,200,300,60,120,180,250,350
352,苗栗縣,三灣鄉,苗栗縣三灣鄉,"三灣鄉-銅鏡村,三灣村, 大河村,內灣村",60,130,170,250,350,70,140,190,300,400
353,苗栗縣,南庄鄉,苗栗縣南庄鄉,"南庄鄉-南江村,員林村,西村",60,130,190,260,350,70,150,220,300,400
354,苗栗縣,獅潭鄉,苗栗縣獅潭鄉,"獅潭鄉-永興村,新店村,竹木村",70,140,240,320,400,80,160,280,370,450
356,苗栗縣,後龍鎮,苗栗縣後龍鎮,"後龍鎮-南龍里,富田國小附近,新民里,龍坑里,外埔里,大庄里",50,130,170,250,300,60,140,200,280,350
357,苗栗縣,通霄鎮,苗栗縣通霄鎮,"通霄鎮-新埔里,平安里,平元里,通東里,福源里,內湖里,白東里",60,140,200,250,350,70,150,230,280,400
358,苗栗縣,苑裡鎮,苗栗縣苑裡鎮,"苑裡鎮-山腳里,舊社里(苗121線)",50,120,170,240,300,60,130,190,280,350
360,苗栗縣,苗栗市,苗栗縣苗栗市,"苗栗市-福星里,維新里,嘉盛里,玉華里,大同里,恭敬里,高苗里,勝利里",50,130,170,280,350,60,140,200,320,400
361,苗栗縣,造橋鄉,苗栗縣造橋鄉,"造橋鄉-平興村,大西村,朝陽村,造橋村",50,110,150,200,300,60,120,180,250,350
362,苗栗縣,頭屋鄉,苗栗縣頭屋鄉,"頭屋鄉-曲洞村,頭屋村,象山村,獅潭村,明德村",60,120,170,250,350,70,130,200,300,400
363,苗栗縣,公館鄉,苗栗縣公館鄉,"公館鄉-福德村,館東村,福星村,館南村,五谷村,玉谷村,仁安村,大坑村",50,120,170,250,350,60,130,200,300,400
364,苗栗縣,大湖鄉,苗栗縣大湖鄉,"大湖鄉-南湖村,義和村,大寮村,富興村,靜湖村",70,140,240,320,400,80,160,280,370,450
365,苗栗縣,泰安鄉,苗栗縣泰安鄉,"泰安鄉-象鼻村,梅園村,大安部落,永安部落",70,140,240,320,400,80,160,280,370,450
366,苗栗縣,銅鑼鄉,苗栗縣銅鑼鄉,"銅鑼鄉-銅鑼村,朝陽村,興隆村,中平村, 竹森村,樟樹村",60,140,190,300,400,70,150,220,350,450
367,苗栗縣,三義鄉,苗栗縣三義鄉,"三義鄉-廣盛村,雙湖村,雙潭村,鯉魚潭村,西湖村",60,140,190,300,350,70,150,220,400,450
368,苗栗縣,西湖鄉,苗栗縣西湖鄉,"西湖鄉-金獅村,金獅社區,三湖村(店仔街與五龍宮附近)",50,130,170,280,350,60,140,200,320,400
369,苗栗縣,卓蘭鎮,苗栗縣卓蘭鎮,"卓蘭鎮-上新里(苗55線),食水坑社區,內灣里白布帆地區",70,150,210,300,400,80,160,250,350,450
400,台中市,中區,台中市中區,"中區-三民路一段,中山路,中正路,五權路,建國市場周邊,綠川東西街,雙十路二段",60,120,180,250,320,70,130,200,280,350
401,台中市,東區,台中市東區,"東區-東信里 ,十甲里 ,東南里 ,東橋里",60,120,180,250,300,70,130,200,280,350
402,台中市,南區,台中市南區,"南區-工學里,長榮里,永興里,美村南路,十甲北街,仁和路,台中路,光大路,忠明南路,建國路,復興路三段",60,120,180,250,300,70,130,200,280,350
403,台中市,西區,台中市西區,"西區-民生里,利民里,忠明里",60,120,180,250,300,70,130,200,280,350
404,台中市,北區,台中市北區,"北區-大雅路,大德街與美德街口,中華路一段,天祥街,太平路,文化街,水源街,自強街,東成路,金龍街,柳川東路與公園路口,英士路,國強街,國豐街,進化路",60,120,180,250,300,70,130,200,280,350
406,台中市,北屯區,台中市北屯區,"北屯區--水景里,同榮里,后庄里,軍功里,新平里,環中路一段,舊社里,四平里,仁和里,后庄里,松和里,東山里,中清路,水湳路,文心路,東山路",50,100,170,220,270,60,120,200,250,300
407,台中市,西屯區,台中市西屯區,"西屯區-潮洋里,惠來里,大石里,至善里,西安里,西墩里,中港交流道,台中港路二段 ,中港路,環中路周邊",60,120,180,250,320,70,130,200,280,350
408,台中市,南屯區,台中市南屯區,"南屯區-寶山里,春社里,新生里,南屯里,鎮平里,田心里,五權西路三段南屯交流道,南屯路二段,黎明路二段,環中路與黎明路口,永春南路與培德路口",60,120,180,250,320,70,130,200,280,350
